pattern,category,task_id,agent_turns,comparisons,converged,converged_at,final_cosine,max_cosine,mean_cosine,trend_cosine,final_jaccard,mean_jaccard
rr3,A,sci_01,3,2,False,,0.7723031640052795,0.7723031640052795,0.7483850121498108,0.0478363037109375,0.00904977375565611,0.011242737165735924
rr3,A,sci_02,3,2,False,,0.5880841016769409,0.5880841016769409,0.3667251020669937,0.4427179992198944,0.0,0.00896551724137931
rr3,A,sci_03,6,5,False,,0.4883650541305542,0.8923673629760742,0.5919603615999222,-0.40400230884552,0.0,0.00981211918925503
rr3,A,cs_01,3,2,False,,0.5007646083831787,0.5007646083831787,0.4792886972427368,0.04295182228088379,0.0015037593984962407,0.001465146461017022
rr3,A,cs_02,6,5,False,,0.6634657979011536,0.6634657979011536,0.5089354872703552,0.2623080611228943,0.0016313213703099511,0.03151745146387034
rr3,A,cs_03,3,2,True,3,0.8681802749633789,0.8681802749633789,0.48572540283203125,0.7649097442626953,0.001451378809869376,0.000725689404934688
rr3,A,hist_01,3,2,True,3,0.9129860401153564,0.9129860401153564,0.45874362415634096,0.908484831918031,0.0,0.0
rr3,A,hist_02,3,2,False,,0.7516462802886963,0.7516462802886963,0.3769470821134746,0.7493983963504434,0.006787330316742082,0.003393665158371041
rr3,A,hist_03,3,2,True,3,0.912161648273468,0.912161648273468,0.530277743935585,0.763767808675766,0.0064516129032258064,0.0032258064516129032
rr3,A,phil_01,3,2,False,,0.7215464115142822,0.8517970442771912,0.7866717278957367,-0.13025063276290894,0.0,0.0035971223021582736
rr3,A,phil_02,3,2,False,,0.7743817567825317,0.8736070394515991,0.8239943981170654,-0.09922528266906738,0.0037174721189591076,0.00831630063512531
rr3,A,phil_03,3,2,False,,0.8133560419082642,0.8133560419082642,0.5329977869987488,0.5607165098190308,0.008215962441314555,0.004107981220657277
rr3,A,law_01,3,2,False,,0.7081092000007629,0.8405056595802307,0.7743074297904968,-0.13239645957946777,0.004158004158004158,0.010360575577966883
rr3,A,law_02,3,2,False,,0.6590286493301392,0.6590286493301392,0.4765753448009491,0.3649066090583801,0.005018820577164366,0.003228834749013838
rr3,A,law_03,6,5,False,,0.685998797416687,0.9057449102401733,0.6353698540478945,0.7154180761426687,0.00562429696287964,0.006553491325158304
rr3,A,game_01,3,2,False,,0.5700194239616394,0.5700194239616394,0.5507048964500427,0.03862905502319336,0.0017006802721088435,0.0015932821865744812
rr3,A,game_02,6,5,False,,0.5711116194725037,0.77324378490448,0.5550151407718659,0.39621636271476746,0.0,0.0013022080786938865
rr3,A,game_03,3,2,False,,0.7343160510063171,0.7343160510063171,0.4317191019654274,0.6051938980817795,0.0030643513789581204,0.0015321756894790602
rr3,A,eng_01,3,2,False,,0.781876802444458,0.928093671798706,0.854985237121582,-0.14621686935424805,0.003766478342749529,0.021509407395673828
rr3,A,eng_02,3,2,False,,0.7288479208946228,0.8749727010726929,0.8019103109836578,-0.14612478017807007,0.0036900369003690036,0.00999719236322798
rr3,A,eng_03,3,2,False,,0.2540897727012634,0.34046095609664917,0.2972753643989563,-0.08637118339538574,0.0,0.0
rr3,A,biz_01,6,5,False,,0.798427164554596,0.8510556221008301,0.6484494000673294,0.08628487586975098,0.0,0.005451827056130387
rr3,A,biz_02,3,2,False,,0.44298380613327026,0.8401979207992554,0.6415908634662628,-0.3972141146659851,0.0,0.010357815442561206
rr3,A,biz_03,3,2,False,,0.7049227356910706,0.7049227356910706,0.4523228108882904,0.5051998496055603,0.0,0.0013831258644536654
rr3,A,med_01,3,2,True,3,0.8522728085517883,0.8522728085517883,0.5809796154499054,0.5425863862037659,0.0056179775280898875,0.004144102248691139
sel3,B1,sci_01,3,2,False,,0.6829633116722107,0.6829633116722107,0.38750866428017616,0.5909092947840691,0.0027662517289073307,0.0013831258644536654
sel3,B1,sci_02,3,2,False,,0.7414122819900513,0.7414122819900513,0.42867522686719894,0.6254741102457047,0.00776914539400666,0.00388457269700333
sel3,B1,sci_03,3,2,False,,0.7752182483673096,0.7752182483673096,0.3393555320799351,0.871725432574749,0.005082592121982211,0.0025412960609911056
sel3,B1,cs_01,3,2,True,3,0.8583384156227112,0.8583384156227112,0.5899198055267334,0.5368372201919556,0.008888888888888889,0.0044444444444444444
sel3,B1,cs_02,2,1,False,,0.36426007747650146,0.36426007747650146,0.36426007747650146,0,0.038181818181818185,0.038181818181818185
sel3,B1,cs_03,3,2,False,,0.6344243288040161,0.6344243288040161,0.4039212539792061,0.46100614964962006,0.011160714285714286,0.005580357142857143
sel3,B1,hist_01,2,1,False,,-0.030468182638287544,-0.030468182638287544,-0.030468182638287544,0,0.0,0.0
sel3,B1,hist_02,2,1,False,,0.02254416234791279,0.02254416234791279,0.02254416234791279,0,0.0,0.0
sel3,B1,hist_03,3,2,True,3,0.9009621739387512,0.9009621739387512,0.5220623090863228,0.7577997297048569,0.0,0.0
sel3,B1,phil_01,3,2,False,,0.7646301984786987,0.7646301984786987,0.4743388742208481,0.5805826485157013,0.002336448598130841,0.0011682242990654205
sel3,B1,phil_02,2,1,False,,0.10229147225618362,0.10229147225618362,0.10229147225618362,0,0.0,0.0
sel3,B1,phil_03,2,1,False,,0.12229476869106293,0.12229476869106293,0.12229476869106293,0,0.0,0.0
sel3,B1,law_01,3,2,True,3,0.9212433099746704,0.9212433099746704,0.4797899145632982,0.8829067908227444,0.002699055330634278,0.001349527665317139
sel3,B1,law_02,3,2,False,,0.8282788395881653,0.8282788395881653,0.538186177611351,0.5801853239536285,0.006437768240343348,0.0045757362232924335
sel3,B1,law_03,3,2,True,3,0.9023176431655884,0.9023176431655884,0.4599814508110285,0.8846723847091198,0.018826135105204873,0.010849849161797839
sel3,B1,game_01,3,2,True,3,0.9235579967498779,0.9235579967498779,0.580797590315342,0.685520812869072,0.005980861244019139,0.0029904306220095694
sel3,B1,game_02,3,2,False,,0.5650452375411987,0.5650452375411987,0.3731792941689491,0.3837318867444992,0.0,0.0
sel3,B1,game_03,3,2,False,,0.6854168772697449,0.6854168772697449,0.4041292145848274,0.5625753253698349,0.0033444816053511705,0.0016722408026755853
sel3,B1,eng_01,3,2,False,,0.8103256225585938,0.8103256225585938,0.7009892761707306,0.21867269277572632,0.002061855670103093,0.0039549044432386805
sel3,B1,eng_02,3,2,False,,0.7399066686630249,0.7399066686630249,0.48273559659719467,0.5143421441316605,0.0106951871657754,0.006196490017522675
sel3,B1,eng_03,3,2,False,,0.6577293276786804,0.6577293276786804,0.6124930679798126,0.0904725193977356,0.007838745800671893,0.005387801681540058
sel3,B1,biz_01,2,1,False,,0.1582416146993637,0.1582416146993637,0.1582416146993637,0,0.0,0.0
sel3,B1,biz_02,2,1,False,,0.3096424639225006,0.3096424639225006,0.3096424639225006,0,0.0015503875968992248,0.0015503875968992248
sel3,B1,biz_03,2,1,False,,0.7106086015701294,0.7106086015701294,0.7106086015701294,0,0.0019230769230769232,0.0019230769230769232
sel3,B1,med_01,3,2,True,3,0.893366277217865,0.893366277217865,0.5459987744688988,0.6947350054979324,0.00211864406779661,0.001059322033898305
sel4,B1,sci_01,3,2,False,,0.733860969543457,0.733860969543457,0.4826996847987175,0.5023225694894791,0.0056022408963585435,0.0028011204481792717
